pair_ID,sentence_A,sentence_B,relatedness_score,entailment_judgment
8317,Dogs are racing on a track,There is no dog racing on a track,3.0,CONTRADICTION
8328,Some bikers are getting airborne on a track near water and a skyline,Some bikers are not getting airborne on a track near water and a skyline,3.9,CONTRADICTION
8400,There is no man playing guitar next to a drummer,A man is playing guitar next to a drummer,3.785,CONTRADICTION
8434,A child is playing slip and slide in the grass,A child is not playing slip and slide in the grass,3.9,CONTRADICTION
8452,A motorcyclist on a bike is leaning into a sharp corner,There is no motorcyclist on a bike leaning into a sharp corner,3.2,CONTRADICTION
8458,A man on a motorcycle is going around a corner,There is no motorcyclist on a bike leaning into a sharp corner,3.9,CONTRADICTION
8481,There is no bicyclist jumping on a pyramid-shaped ramp,A bicyclist is jumping on a pyramid-shaped ramp,4.1,CONTRADICTION
8521,Five people are standing in the grass with no dogs,Five people are standing with three dogs in the green field beside the road,3.7,CONTRADICTION
8551,A grey silky dog is running in the grass and a brown dog looks on,A grey silky dog is lying in the grass and a brown dog is looking on,4.3,CONTRADICTION
8562,A man in a hat is standing outside of a green jeep,A man with no hat is standing outside of a green jeep,3.95,CONTRADICTION
8607,A cyclist on a yellow bike is airborne,There is no cyclist on a yellow bike airborne,3.9,CONTRADICTION
8609,There is no cyclist on a yellow bike airborne,A person on a yellow dirt bike is taking a jump,3.7,CONTRADICTION
8663,Rollerbladers are rolling in formation down a hill,Rollerbladers are not rolling in formation down a hill,4.3,CONTRADICTION
8679,A skateboarder is making a jump off a ramp,No skateboarder is making a jump off a ramp,3.3,CONTRADICTION
8697,A black and orange bird is standing in the grass,A black and orange bird is not standing in the grass,3.4,CONTRADICTION
8724,A group of people are not standing around a sound mixing table,A group of people are standing around a sound mixing table,3.1,CONTRADICTION
8739,A young couple is lying on a bed together,A young couple is not lying in bed,3.7,CONTRADICTION
8753,Several people are walking in line across a bridge,Several people are not walking in line across a bridge,3.8,CONTRADICTION
8760,A young boy is jumping out of the water,A young boy is jumping into water,3.5,CONTRADICTION
8800,No people is sitting around a fire at night,People are clustered around a bonfire at night,3.9,CONTRADICTION
8924,A little dog is running on the sand,No little dog is running on the sand,2.5,CONTRADICTION
8978,A cyclist is biking in a snowy forest at day,A cyclist is biking in a snowy forest at night,3.7,CONTRADICTION
9070,Two boys are laying in the ocean close to the beach,Two boys are laying in the ocean far to the beach,3.8,CONTRADICTION
9095,A grey dog is bouncing a soccer ball on its head in a grass field,A grey dog is bouncing a tennis ball on its head in a grass field,3.9,CONTRADICTION
9097,A dog with a blue collar is not playing with the ball outside,A dog with a blue collar is playing with the ball outside,3.95,CONTRADICTION
9106,A boy next to some buckets of rags is holding an object,A boy next to some buckets of rags is not holding an object,3.0,CONTRADICTION
9113,Two children are playing soccer in the park,Two children are not playing soccer in the park,3.4,CONTRADICTION
9131,A man is standing in the middle of a gym and is wearing a jersey,There is no man standing in the middle of a gym and is wearing a jersey,3.0,CONTRADICTION
9140,A snowboarder is jumping off the snow,There is no snowboarder jumping off the snow,3.1,CONTRADICTION
9142,The snowboarder is not jumping off a snow covered hill,The snowboarder is jumping off a snow covered hill,3.8,CONTRADICTION
9146,There is no snowboarder jumping off the snow,The snowboarder is jumping off a snow covered hill,3.7,CONTRADICTION
9187,There is no dog turning on the grass and pursuing a flying ball,A dog is turning on the grass and pursuing a flying ball,4.4,CONTRADICTION
9196,A lady is standing on the street and is surrounded by school children,No lady is standing on the street and is surrounded by school children,2.8,CONTRADICTION
9212,There is no guy leaping into the air in a wooded area,A guy is leaping into the air in a wooded area,3.9,CONTRADICTION
9223,There is no dog running with a volleyball,A dog is running with a volleyball,4.0,CONTRADICTION
9275,Two dogs and two people are sitting in the woods,Two dogs and two people are walking in the woods,3.6,CONTRADICTION
9293,Two men are not taking a break from construction,Two men are taking a break from construction,3.4,CONTRADICTION
9367,A person with a red hooded jacket and a black backpack is walking near a rocky wall,A person with a red hooded jacket and a black backpack is not walking near a rocky wall,4.3,CONTRADICTION
9387,Two children are not playing in the surf,Two children are playing in the surf,4.0,CONTRADICTION
9394,A man is wearing a purple shirt and black leather chaps and is posing for the camera,A man is not wearing a purple shirt and black leather chaps and is posing for the camera,3.8,CONTRADICTION
9423,No dog is in the sand that is blowing in the wind,A dog is in the sand that is blowing in the wind,4.1,CONTRADICTION
9434,The black and white dog is running indoors,The black and white dog is running in a green yard,3.3,CONTRADICTION
9448,No dog is jumping in the shade of some trees,A dog is jumping in the shade of some trees,4.3,CONTRADICTION
9461,A person on a bike is not in the air near a body of water,A person on a bike is in the air near a body of water,4.0,CONTRADICTION
9488,Four dogs are playing in a grassy area,Four dogs are not playing in a grassy area,2.9,CONTRADICTION
9495,The dog is having a rest in the park,The dog is having a rest in the living room,3.7,CONTRADICTION
9540,The orange rider is not driving a motorcycle on one wheel,The orange rider is driving a motorcycle on one wheel,4.5,CONTRADICTION
9549,A group of children is playing tambourines,A group of children is not playing tambourines,3.415,CONTRADICTION
9555,A group of children is not playing tambourines,A group of children in a church basement is playing maracas and tambourines,3.6,CONTRADICTION
9558,A dog is running through the snow,No dog is running through the snow,3.1,CONTRADICTION
9605,There is no black and white dog jumping for a ball,A black and white dog is jumping for a ball,3.2,CONTRADICTION
9607,There is no dog standing on one leg and is waiting for a soccer ball,A dog is standing on one leg and is waiting for a soccer ball,4.2,CONTRADICTION
9616,No people are riding camels at the beach,People are riding two camels at the beach,3.7,CONTRADICTION
9643,A brown and white dog is running through the river,A brown and white dog is not running through the river,3.6,CONTRADICTION
9645,No dog is emerging from a lake,A dog is emerging from a lake,4.0,CONTRADICTION
9726,The motorcycle racer is riding a red and black bike,No motorcycle racer is riding a red and black bike,3.8,CONTRADICTION
9744,A little boy is sticking his tongue out for the camera and another boy is looking on,A little boy is sticking his tongue out for the camera and another boy is not looking,4.2,CONTRADICTION
